w_geocode,C000
480559607003058,1
480559607003065,22
480559607003071,8
480559607003096,2
480559607004000,4
480559607004004,5
480559607004005,5
480559607004009,5
480559607004013,8
480559607004015,4
480559607004016,1
480559607004017,1
480559607004035,2
480559607004061,1
480559607005012,17
480559607005014,34
480559607005024,6
480559607005031,8
480559607005040,18
480559607005064,2
480559607005090,174
480559607005091,2
480559607005092,2
480570001001005,2
480570001001008,301
480570001001017,27
480570001001019,34
480570001001029,39
480570001001040,2
480570001001041,58
480570001001046,4
480570001001050,29
480570001001053,3
480570001001054,67
480570001002007,37
480570001002018,3
480570001002022,6
480570001002033,3
480570001002037,3
480570001002039,35
480570001002040,15
480570001002041,2
480570001002049,24
480570001002050,32
480570001003010,10
480570001003015,3
480570001003018,15
480570001003029,2
480570001003030,7
480570001003032,1
480570001003034,2
480570001003037,3
480570001003038,3
480570002001003,15
480570002001042,1
480570002002000,9
480570002002001,2
480570002002003,2
480570002002020,21
480570002002024,2
480570002003001,4
480570002003003,40
480570002003004,4
480570002003008,6
480570002003009,10
480570002003012,8
480570002003013,3
480570002003032,3
480570002003035,5
480570002004028,1
480570003001005,1587
480570003001006,4
480570003001016,13
480570003001048,318
480570003001050,10
480570003001067,859
480570003002016,6
480570003002087,601
480570003002089,1
480570004001039,4
480570004001042,5
480570004001052,1
480570004001058,6
480570004001061,25
480570004001063,5
480570004001073,5
480570004001076,3
480570004001080,211
480570004001083,4
480570004001090,2
480570004001096,56
480570004001099,1
480570004002031,34
480570004002032,1
480570004002036,2
480570004002066,6
480570004002067,3
480570004003002,57
480570004003008,1
480570004003057,2
480570004003077,1
480570004003089,1
480570004003090,2
480570004003093,1
480570004004004,9
480570004004005,43
480570004004009,29
480570004004011,1
480570004004012,8
480570004004014,3
480570004004015,63
480570004004017,2
480570004004019,305
480570004004020,2
480570004004023,2
480570004004028,40
480570004004032,1
480570004004040,27
480570004004041,14
480570004004047,29
480570004004053,1
480570005001016,681
480570005001046,4
480570005001048,5
480570005001095,22
480570005001113,9
480570005001142,3
480570005001163,9
480570005002012,1
480570005002015,3
480570005002019,3
480570005002075,6
480570005002204,179
480570005002215,2
480570005002226,2
480570005003000,2
480570005003001,1
480570005003005,8
480570005003036,6
480570005004039,7
480570005004065,3
480570005004098,3
480570005004134,2
480590301011002,3
480590301011005,10
480590301011023,3
480590301011027,14
480590301011040,6
480590301011046,3
480590301012010,27
480590301012014,105
480590301012019,7
480590301012036,2
480590301012043,13
480590301012044,5
480590301012054,3
480590301012058,1
480590301013017,1
480590301014018,5
480590301021034,9
480590301021059,1
480590301021061,1
480590301021066,56
480590301021083,7
480590301021086,2
480590301022000,2
480590301022024,46
480590301022025,7
480590301022029,7
480590301022031,2
480590301022036,1
480590301022038,4
480590301022054,1
480590301023000,37
480590301023001,4
480590301023011,2
480590301023028,15
480590301023041,6
480590301024004,2
480590301024026,6
480590301024093,4
480590301024115,4
480590301024133,1
480590302001028,20
480590302001048,8
480590302001072,1
480590302002137,3
480590302002290,1
480590302002315,4
480590302002316,5
480590302002319,3
480590302002321,6
480590302002340,27
480590302002362,5
480590302002377,3
480590302002378,10
480590302002652,1
480590302003085,1
480590302003135,1
480590302003227,1
480590302003235,1
480590302003245,3
480590302004024,7
480590302004044,1
480590302004045,2
480590302004052,1
480590302004053,1
480590302004067,4
480590302004071,1
480590302004074,2
480590302004080,2
480590302004082,2
480590302004084,32
480590302004115,4
480590302004117,20
480590302004120,13
480590302004134,10
480610101001066,3
480610101001092,2
480610101001107,1
480610101001121,1
480610101002001,4
480610101002003,2
480610101002007,172
480610101002017,3
480610101002027,5
480610101002037,2
480610101002040,18
480610101003016,4
480610101003053,2
480610101003083,13
480610101004060,1
480610101005007,10
480610101005014,10
480610101005027,2
480610101005034,2
480610101005037,10
480610101005039,6
480610101005050,2
480610102011011,3
480610102011058,3
480610102011085,9
480610102011086,1
480610102011101,1
480610102011115,7
480610102011139,3
480610102031010,1
480610102031022,22
480610102031053,9
480610102031054,6
480610102031065,1
480610102031073,4
480610102031079,16
480610102031081,8
480610102031114,9
480610102032028,1
480610102032029,10
480610102032039,2
480610102032046,74
480610102032074,26
480610102032076,1
480610102032094,9
480610102032097,1
480610102032098,2
480610102032099,336
480610102032103,5
480610102033005,1
480610102034002,1
480610102034012,6
480610102034013,4
480610102034018,3
480610103011037,1
480610103011049,120
480610103011056,2
480610103012083,3
480610103012133,9
480610103012166,2
480610103012170,4
480610103021056,4
480610103021058,6
480610103022040,1
480610103022063,20
480610103022066,3
480610103022077,2
480610103022097,2
480610103023000,12
480610103023001,5
480610103023003,1
480610103023004,6
480610103023017,5
480610103023018,1
480610103023026,9
480610103023030,13
480610103023032,12
480610103023059,1
480610103023063,27
480610103023064,3
480610103024004,1
480610103024015,1
480610103024018,1
480610103024048,1
480610103024051,4
480610103024054,154
480610103024074,5
480610104011003,88
480610104011019,2
480610104011023,13
480610104011030,1
480610104011042,2
480610104011053,2
480610104011056,47
480610104011057,3
480610104011062,1
480610104012003,2
480610104012015,2
480610104012021,2
480610104012042,6
480610104012051,2
480610104021008,1
480610104021009,3
480610104021013,11
480610104021016,5
480610104021024,2
480610104021026,2
480610104021032,1
480610104021038,3
480610104022000,3
480610104022006,1
480610104022009,4
480610104022026,5
480610104022052,4
480610104022053,23
480610104022055,17
480610104022066,2
480610104022072,3
480610104022081,1
480610104022088,1
480610104022089,63
480610104023012,3
480610104023022,6
480610104023039,4
480610104023044,1
480610104023050,2
480610104023052,1
480610104023058,68
480610105001008,44
480610105001010,4
480610105001018,1
480610105001032,9
480610105001040,199
480610105001043,2
480610105002003,1
480610105002009,2
480610105002012,7
480610105002021,41
480610105002023,62
480610105002026,80
480610105002036,5
480610105002039,6
480610105002040,20
480610105002041,6
480610105002045,12
480610105002048,5
480610106011000,1
480610106011001,10
480610106011004,1
480610106011009,27
480610106011012,5
480610106011016,6
480610106012013,3
480610106012014,2
480610106012016,5
480610106013010,2
480610106013012,17
480610106013013,26
480610106013018,1
480610106013021,3
480610106013024,2
480610106014019,14
480610106014020,2
480610106014022,230
480610106015000,3
480610106015009,12
480610106015016,13
480610106021000,8
480610106021001,27
480610106021008,4
480610106021009,4
480610106021014,1
480610106021018,2
480610106021020,5
480610107001000,21
480610107001003,9
480610107001004,7
480610107001017,2
480610107001019,3
480610107001022,45
480610107001024,5
480610107002000,3
480610107002014,1
480610107002019,12
480610107002021,33
480610107003000,5
480610107003007,1
480610107003025,2
480610107003026,2
480610107003027,4
480610107003031,1
480610107003035,2
480610107003041,1
480610108001001,5
480610108001002,1
480610108001003,1
480610108001006,4
480610108001009,4
480610108002003,1
480610108002004,39
480610108002008,5
480610108003014,5
480610108003017,4
480610108003019,4
480610108003022,1
480610108003023,2
480610108003024,5
480610108003025,25
480610108003026,59
480610108003027,8
480610108003030,5
480610108003031,48
480610108003034,5
480610108004014,127
480610108004016,12
480610108004018,30
480610108004019,12
480610108004027,173
480610108004030,1
480610108004031,1
480610108004032,4
480610108004043,49
480610108004053,17
480610108004069,4
480610108004072,18
480610108004084,24
480610108004095,3
480610108004103,111
480610108004104,10
480610108004108,5
480610108004115,1
480610108004122,10
480610108004123,1
480610108004128,78
480610108004138,314
480610109001008,23
480610109001009,16
480610109001010,11
480610109001011,13
480610109001023,2
480610109001024,2
480610109001025,5
480610109001026,2
480610109001030,3
480610109001034,3
480610109001035,8
480610109001036,2
480610109001042,5
480610109001043,3
480610109001045,2
480610109001046,2
480610109001050,6
480610109001051,7
480610109001052,6
480610109001053,48
480610109001054,54
480610109001055,1
480610109001057,1
480610109001058,7
480610109001059,14
480610109001061,5
480610109001063,2
480610109001064,8
480610109001065,1
480610109001066,5
480610109001069,8
480610109001070,7
480610109001071,9
480610109001072,1
480610109001073,6
480610109001074,9
480610109001075,5
480610109001076,3
480610109001077,1
480610109001078,20
480610109001079,12
480610109001080,4
480610109001082,1
480610109001085,2
480610109001088,8
480610109001089,4
480610109002005,2
480610109002013,2
480610109002016,3
480610109002017,3
480610109002019,15
480610109002037,13
480610109002039,15
480610109002040,1
480610109002041,4
480610109002042,3
480610110001002,4
480610110001005,2
480610110001016,1
480610110001024,3
480610110002000,3
480610110002001,1
480610110002002,1
480610110002012,1
480610110003000,1
480610110003001,8
480610110003002,14
480610110003003,4
480610110003004,5
480610110003006,38
480610110003013,3
480610110003022,1
480610110003030,4
480610110003050,2
480610111001000,14
480610111001001,9
480610111001004,10
480610111001008,3
480610111001015,1
480610111001016,8
480610111001030,1
480610111001046,13
480610111002006,1
480610111003014,1
480610112001000,9
480610112001001,5
480610112001002,3
480610112001003,7
480610112001004,1584
480610112001005,17
480610112001006,7
480610112001010,3
480610112001012,4
480610112001013,17
480610112001014,6
480610112001015,6
480610112001024,47
480610112001032,6
480610112001038,1
480610112002007,2
480610112002012,2
480610112002020,3
480610112002024,26
480610112002025,17
480610113011004,18
480610113011006,1
480610113011015,13
480610113012004,5
480610113012012,2
480610113012013,14
480610113012014,16
480610113012016,5
480610113012017,9
480610113012018,1
480610113012021,6
480610113012022,16
480610113021001,4
480610113021002,2
480610113021005,3
480610113021007,1
480610113021014,3
480610113021015,2
480610113021025,1
480610113022002,5
480610113022003,95
480610113022007,214
480610113022008,47
480610113022010,443
480610113022011,69
480610113022012,58
480610113023003,1
480610113023004,3
480610113023005,3
480610113023011,1
480610113023014,5
480610114001000,25
480610114001006,1
480610114001014,34
480610114001017,2
480610114002011,2
480610114002018,2
480610114002032,3
480610114002042,3
480610114002058,1
480610114002078,4
480610114003002,2
480610114003006,6
480610114003022,1
480610114003023,3
480610114003028,5
480610114003040,2
480610114003041,46
480610114003044,1
480610114004002,6
480610114004006,1
480610114004028,2
480610114004110,2
480610115001000,6
480610115001007,46
480610115001023,2
480610115002000,2
480610115003002,17
480610115003008,2
480610115003015,2
480610115003021,4
480610115003022,1
480610115003026,2
480610115003032,32
480610115003033,19
480610115003034,9
480610115003035,3
480610115003040,1
480610115003041,4
480610115003044,15
480610115003045,2
480610115003057,1
480610115003059,1
480610115003060,1
480610115003063,2
480610115003064,877
480610115004025,15
480610115005000,7
480610115005001,30
480610115005004,21
480610115005007,1
480610115005014,2
480610115005025,1
480610115005028,2
480610116001000,3
480610116001005,1
480610116001009,2
480610116001022,21
480610116001026,6
480610116001027,8
480610116001028,2
480610116001035,4
480610116001036,3
480610116001037,1
480610116001039,1
480610116001044,3
480610116001046,3
480610116001054,2
480610116002005,2
480610116002009,21
480610116002010,1
480610116002024,2
480610116002029,4
480610116003014,2
480610116003021,10
480610116004021,1
480610116004036,1
480610116004046,3
480610117001002,2
480610117003001,97
480610117003007,30
480610117003008,113
480610117003017,5
480610117003027,7
480610117003029,15
480610117003036,2
480610117004002,3
480610117004022,6
480610117004023,4
480610117004029,3
480610117004032,3
480610117004033,9
480610117004035,2
480610117004038,21
480610117004044,55
480610117004046,31
480610117004047,12
480610117004048,8
480610117004049,15
480610117005002,2
480610118011001,113
480610118011002,481
480610118011005,2
480610118011007,23
480610118011011,97
480610118011013,35
480610118011014,10
480610118011016,22
480610118011022,38
480610118011023,8
480610118011027,2
480610118011029,2
480610118011030,164
480610118011031,4
480610118011034,1374
480610118011036,15
480610118011044,18
480610118011047,1
480610118012000,33
480610118012001,6
480610118012012,127
480610118012019,5
480610118012025,2
480610118021014,1
480610118022004,3
480610118022005,506
480610118023002,3
480610118023006,3
480610118023013,4
480610119011004,3
480610119011011,9
480610119011017,1
480610119011018,4
480610119011046,10
480610119012000,4
480610119012003,18
480610119012004,4
480610119012016,1
480610119012019,7
480610119012020,9
480610119012027,2
480610119012029,1
480610119012031,4
480610119012036,5
480610119012037,2
480610119013014,32
480610119013015,4
480610119013019,7
480610119013020,7
480610119014006,2
480610119014011,4
480610119014016,2
480610119014021,1
480610119021005,6
480610119021009,6
480610119021015,2
480610119021019,4
480610119021032,2
480610119021050,5
480610119021074,1
480610119021084,3
480610119021097,3
480610119022002,5
480610119022010,2
480610119022019,14
480610119022027,1
480610119022034,1
480610119022037,2
480610119022040,4
480610119022051,1
480610119022111,33
480610119031072,1
480610119031090,80
480610120011005,5
480610120011007,66
480610120011008,32
480610120011026,14
480610120011032,8
480610120012013,2
480610120012014,4
480610120012016,15
480610120012017,2
480610120012018,37
480610120012019,2
480610120012020,6
480610120012032,7
480610120012039,7
480610120012046,49
480610120012052,1
480610120012053,46
480610120012056,41
480610120012058,2
480610120012068,38
480610120012077,3
480610120013004,28
480610120013009,5
480610120013013,1
480610120013019,12
480610120014000,1
480610120014013,1
480610120021001,2
480610120021003,1
480610120021028,2
480610120021030,4
480610120021039,2
480610120022023,1
480610120022054,1
480610120022064,2
480610121011002,13
480610121012002,19
480610121012003,56
480610121012017,3
480610121012029,4
480610121012038,6
480610121012040,5
480610121012068,2
480610121012104,2
480610121012122,2
480610121012124,5
480610121012126,5
480610121012128,7
480610121012131,1
480610121012136,6
480610121013000,15
480610121013002,3
480610121013003,1
480610121013004,8
480610121013010,41
480610121013031,2
480610121013078,22
480610121013097,9
480610121021003,1
480610121021038,1
480610121021065,1
480610121021110,4
480610121021172,1
480610121022045,1
480610121022057,2
480610121022071,2
480610122001024,1
480610122001094,2
480610122001110,1
480610122001127,1
480610122001156,1
480610122002064,2
480610122002079,1
480610122002113,2
480610122003020,1
480610122004062,1
480610122005025,6
480610123011132,3
480610123011170,5
480610123011194,2
480610123011221,3
480610123011234,4
480610123011265,1
480610123011303,1
480610123011308,2
480610123011356,423
480610123012007,12
480610123012009,2
480610123012014,9
480610123012017,7
480610123012038,2
480610123041006,3
480610123041008,3
480610123041021,29
480610123041025,2
480610123041027,13
480610123041029,2
480610123041033,1
480610123041036,6
480610123041039,1
480610123041055,1
480610123042008,2
480610123042016,5
480610123042017,1
480610123042018,2
480610123042021,2
480610123042032,2
480610123042035,23
480610123042040,12
480610123042042,2
480610123042061,11
480610123042072,41
480610123042074,8
480610123043007,3
480610123043016,3
480610123043021,2
480610123043022,4
480610123043044,1
480610123051004,19
480610123051005,71
480610123051033,2
480610123051036,1
480610123051050,7
480610123051057,1
480610123051061,13
480610123051062,2
480610123051070,2
480610123051095,17
480610123051098,2
480610123051102,5
480610123051104,3
480610123051109,1
480610123051111,1
480610123051112,1
480610123051114,1
480610123051117,6
480610123051121,10
480610123051127,2
480610123051128,2
480610123051133,6
480610123051134,1
480610123051138,1
480610123051147,3
480610123051167,2
480610123051169,2
480610123051171,2
480610123051172,5
480610123051173,4
480610123051174,7
480610123051175,2
480610123051176,1
480610123051177,6
480610123051178,7
480610123051181,2
480610123051183,5
480610123051184,5
480610123051188,128
480610123051189,4
480610123051191,3
480610123051196,4
480610123051206,11
480610123051208,7
480610123051220,34
480610123051231,2
480610123051232,7
480610123051281,14
480610123051310,4
480610124011061,3
480610124011099,6
480610124011104,4
480610124012000,2
480610124012005,2
480610124012016,9
480610124013015,3
480610124021010,1
480610124021021,2
480610124021037,1
480610124021042,1
480610124022001,5
480610124022013,815
480610124022019,3
480610124022042,7
480610124022043,16
480610124022047,8
480610124022048,20
480610124022051,11
480610124022057,15
480610124022059,2
480610124022060,1
480610124022071,11
480610124022087,3
480610124022092,1
480610124023009,2
480610125041002,1
480610125041005,36
480610125041007,39
480610125041009,1
480610125041010,5
480610125041014,6
480610125041038,87
480610125041053,2
480610125042018,4
480610125042029,9
480610125042031,2
480610125042057,1
480610125042073,51
480610125042074,14
480610125042077,27
480610125042080,4
480610125042097,1
480610125042107,4
480610125042109,1
480610125042122,3
480610125042124,1
480610125042132,2
480610125051073,3
480610125052023,1
480610125061014,1
480610125061029,3
480610125061042,9
480610125061051,12
480610125061058,1
480610125061061,1
480610125061062,3
480610125061068,2
480610125062005,2
480610125062006,3
480610125062020,2
480610125062029,3
480610125062077,2
480610125071020,3
480610125071030,13
480610125071031,2
480610125071078,5
480610125071086,1
480610125072014,2
480610125072025,5
480610125072030,9
480610125072035,1
480610125072065,5
480610125072074,2
480610125081000,6
480610125081003,4
480610125081006,3
480610125081011,2
480610125081024,14
480610125081028,1
480610125081029,3
480610125081030,2
480610125081048,3
480610125081060,1
480610126071001,241
480610126071012,30
480610126071014,1
480610126071015,4
480610126071023,1
480610126071033,4
480610126071035,40
480610126071036,33
480610126071037,3
480610126071038,16
480610126071039,110
480610126071048,1
480610126071049,4
480610126071050,14
480610126071053,13
480610126071054,2
480610126071056,12
480610126081000,16
480610126081004,19
480610126081008,8
480610126081011,1
480610126081013,1
480610126081016,4
480610126081017,14
480610126081018,3
480610126081022,2
480610126081026,7
480610126082001,1
480610126082005,5
480610126082009,4
480610126082011,4
480610126082012,537
480610126082013,3
480610126082014,1
480610126082017,25
480610126091003,55
480610126092005,9
480610126092020,12
480610126121006,4
480610126121011,97
480610126121021,4
480610126121022,1
480610126122003,83
480610126122011,28
480610126122013,1
480610126122022,1
480610126123000,5
480610126123001,5
480610126123002,93
480610126123009,79
480610126123010,2
480610126123013,7
480610126131000,7
480610126132008,4
480610126132012,7
480610126132013,13
480610126133007,5
480610126134002,9
480610126134006,95
480610126134007,9
480610126134008,8
480610126134009,35
480610126134010,17
480610126134011,1
480610126134014,44
480610127001003,2
480610127001004,28
480610127001006,1
480610127001007,4
480610127001029,7
480610127001033,23
480610127001035,21
480610127001038,37
480610127001039,1
480610127001040,2
480610127001041,1
480610127002117,13
480610127002120,753
480610127002121,7
480610127002124,4
480610127002126,4
480610127002127,6
480610127002151,116
480610127002152,2
480610127002153,45
480610127002154,4
480610127002158,15
480610127002161,24
480610127002176,2
480610127002180,4
480610127002188,21
480610127002189,10
480610127002222,160
480610128001000,1
480610128003000,1
480610128003029,56
480610128003032,1
480610129001000,39
480610129001002,119
480610129001012,6
480610129001015,11
480610129001017,27
480610129002000,13
480610129002003,41
480610129002012,7
480610129002016,2
480610129002017,61
480610129003000,55
480610129003009,3
480610129003016,1
480610129003018,2
480610129003019,12
480610130021005,41
480610130021009,58
480610130021011,4
480610130021012,16
480610130021013,5
480610130021019,3895
480610130021023,3
480610130021024,7
480610130021028,19
480610130021031,2
480610130021032,19
480610130021033,6
480610130021037,9
480610130021039,3
480610130021040,3
480610130021041,10
480610130021043,4
480610130021044,4
480610130021049,3
480610130021050,6
480610130021055,1
480610130021057,4
480610130022000,2
480610130022002,2
480610130022005,5
480610130022006,3
480610130022008,1
480610130022010,4
480610130022011,13
480610130022012,41
480610130023000,3
480610130023007,11
480610130023008,9
480610130023010,2
480610130031003,46
480610130031004,48
480610130031005,69
480610130031010,115
480610130031011,7
480610130031013,43
480610130031014,17
480610130031016,9
480610130031017,35
480610130031018,6
480610130031019,10
480610130031024,9
480610130031025,1
480610130031027,64
480610130031028,3
480610130031029,9
480610130031030,18
480610130041001,2
480610130041003,33
480610130041005,29
480610130041006,28
480610130041009,2
480610130041015,1
480610130041019,1
480610130041027,3
480610130042000,1
480610130043003,1
480610130043017,3
480610131021001,3
480610131021005,2
480610131021007,4
480610131021008,4
480610131021014,10
480610131021015,5
480610131022000,6
480610131022001,5
480610131022002,5
480610131022003,13
480610131022004,34
480610131022012,1
480610131022013,4
480610131022014,6
480610131022015,3
480610131022018,2
480610131022023,22
480610131022024,13
480610131022025,4
480610131022028,2
480610131022033,10
480610131041000,1
480610131041003,1
480610131041004,2
480610131041007,1
480610131042000,3
480610131042005,7
480610131042009,14
480610131043008,5
480610131043009,7
480610131043011,35
480610131043012,1
480610131043014,1
480610131061000,3
480610131061009,1
480610131062005,2
480610131062009,14
480610131062011,7
480610131062012,3
480610131062017,11
480610131062023,5
480610131062024,11
480610131062026,5
480610131062027,2
480610131062029,5
480610131063004,8
480610131063010,23
480610131063011,4
480610131063015,302
480610131063025,4
480610131063026,12
480610131063029,10
480610131063030,6
480610131063031,27
480610131063032,9
480610131063033,34
480610131063034,14
480610131063035,1
480610132031000,4
480610132031008,2
480610132031009,2
480610132032004,1
480610132032008,8
480610132041004,2
480610132051014,5
480610132052013,2
480610132061000,5
480610132061011,4
480610132061024,2
480610132071003,2
480610132071029,1
480610132072004,1
480610132072009,19
480610132072019,3
480610132072021,2
480610132072025,2
480610132072036,1
480610133031001,5
480610133031006,5
480610133031010,56
480610133032000,7
480610133032004,2
480610133032005,4
480610133032009,1
480610133052000,2
480610133052006,10
480610133053005,3
480610133053011,2
480610133053015,1
480610133061008,3
480610133072001,13
480610133091000,1
480610134011003,11
480610134011004,64
480610134011005,9
480610134011006,1
480610134011007,1
480610134011015,4
480610134011019,13
480610134011020,2
480610134011021,185
480610134011025,8
480610134011026,3
480610134011040,1
480610134011046,2
480610134011052,1
480610134012000,1
480610134012001,17
480610134012004,73
480610134012006,17
480610134012007,1
480610134012016,30
480610134021003,1
480610134021025,7
480610134022001,5
480610134022002,1
480610134022020,29
480610134023001,13
480610134023002,9
480610134023004,80
480610135001001,16
480610135001008,2
480610135001011,1
480610135001017,37
480610135001020,92
480610135001021,413
480610135001028,1
480610135001034,2
480610135001040,15
480610135002008,1
480610135002014,2
480610135002017,2
480610135002018,11
480610136001000,8
480610136002007,1
480610136002019,3
480610136002020,1
480610136003000,26
480610136003001,7
480610136004000,2
480610136004017,4
480610137001000,1
480610137002000,3
480610137002020,1
480610137003005,7
480610137003006,7
480610137003008,10
480610137003009,5
480610137004005,1
480610137004007,3
480610137004010,1
480610137004013,4
480610137004014,3
480610137004019,22
480610137004027,5
480610137004030,2
480610138011013,3
480610138011014,1
480610138011024,4
480610138011033,3
480610138011039,56
480610138012013,8
480610138012014,14
480610138012017,9
480610138012019,1
480610138012021,1
480610138012022,197
480610138012027,1
480610138012028,2
480610138012029,4
480610138012030,3
480610138023009,1
480610138023014,3
480610138023016,2
480610138023017,2
480610138023019,2
480610139011006,1
480610139011007,1
480610139012000,27
480610139012006,1
480610139012013,1
480610139021012,8
480610139022018,5
480610139031000,2
480610139031002,10
480610139031005,2
480610139031007,3
480610139031015,1
480610139032014,1
480610140011000,1
480610140011007,1
480610140011014,1
480610140011021,1
480610140012002,7
480610140012004,2
480610140012005,16
480610140012007,1
480610140012008,2
480610140012009,6
480610140012010,7
480610140012011,1
480610140012012,5
480610140012013,6
480610140012017,4
480610140012018,11
480610140012019,2
480610140012020,2
480610140012021,20
480610140012022,6
480610140012023,5
480610140012026,2
480610140012027,102
480610140012029,2
480610140012031,2
480610140012033,2
480610140012035,2
480610140012037,2
480610140012040,59
480610140012042,144
480610140012043,4
480610140012046,1
480610140012047,2
480610140012049,8
480610140012050,1
480610140012052,2
480610140012053,1
480610140012054,5
480610140012056,2
480610140012059,1
480610140012063,2
480610140012068,1
480610140012069,1
480610140012070,697
480610140012077,3
480610140012078,2
480610140012080,1
480610140012083,3
480610140021009,1
480610140021018,4
480610140022003,1
480610140022004,13
480610140022005,82
480610140022006,69
480610140022007,1
480610140022008,12
480610140022009,7
480610140022010,14
480610140022019,1
480610140022024,8
480610140022026,2
480610141001029,2
480610141001030,1
480610141001036,21
480610141001086,2
480610141001097,1
480610141002009,83
480610141003058,3
480610141004000,2
480610141004021,11
480610141004022,2
480610141004028,2
480610141004030,12
480610142001012,1
480610142001013,3
480610142001035,4
480610142001059,4
480610142001071,2
480610142001184,3
480610142001227,5
480610142001240,4
480610142001246,34
480610142001248,30
480610142001305,1
480610142002076,4
480610142002111,9
480610142002115,1
480610142002116,25
480610142002168,23
480610142002213,4
480610143001000,5
480610143001003,9
480610143001019,24
480610143002000,12
480610143002001,32
480610143003004,252
480610143003007,7
480610143003008,12
480610143003013,174
480610143003014,4
480610144001004,4
480610144001033,1
480610144001043,6
480610144001056,2
480610144001065,3
480610144001068,7
480610144001083,10
480610144001087,4
480610144001116,11
480610144001131,4
480610144001135,4
480610144001146,2
480610144001150,44
480610144001151,1
480610144001152,3
480610144001163,1
480610144001164,1
480610144001165,1
480610144001166,2
480610144001170,5
480610144002004,2
480610144002016,2
480610144002019,1
480610144002032,2
480610144003001,130
480610144003002,4
480610144003008,2
480610144003009,4
480610144003010,3
480610144003019,8
480610144003026,5
480610144003079,5
480610144003098,41
480610145001000,23
480610145001001,1
480610145001006,50
480610145001009,3
480610145001022,5
480610145001030,2
480610145001032,2
480610145001038,12
480610145001041,10
480610145001042,8
480610145002002,40
480610145002004,85
480610145002006,27
480610145002007,5
480610145002010,2
480619800011020,263
480619800011035,1
480619800011047,12
480619801001004,22
480639501011037,6
480639501011041,2
480639501011048,18
480639501011054,3
480639501011072,2
480639501011128,8
480639501012000,16
480639501012009,4
480639501012010,2
480639501012011,8
480639501012012,3
480639501012040,3
480639501012061,4
480639501012069,5
480639501012075,11
480639501012076,13
480639501012079,6
480639501012081,2
480639501012083,6
480639501021000,74
480639501021007,9
480639501021008,1
480639501021065,1
480639501021076,1
480639501021077,4
480639501021082,17
480639501021096,3
480639501021173,11
480639501022036,2
480639501022052,1
480639501022099,250
480639502001001,4
480639502001004,18
480639502001007,8
480639502001018,1
480639502001026,3
480639502001032,2
480639502001037,5
480639502001039,4
480639502001040,1
480639502001041,12
480639502001044,17
480639502002008,229
480639502002019,103
480639502002038,4
480639502003000,84
480639502003027,4
480639502003030,11
480639502003031,7
480639502003032,37
480639502003040,6
480639502003042,2
480639502004004,11
480639502004022,15
480639502005008,4
480639502005016,19
480639502005017,8
480639502005020,19
480639502005021,3
480639502005024,5
480639502005035,6
480659501001468,9
480659501001703,1
480659501001754,1
480659501002008,1
480659501002016,8
480659501002018,2
480659501002038,6
480659501002039,1
480659501002048,55
480659501002078,6
480659501002084,1
480659501002165,7
480659501002169,6
480659501003019,2
480659501003064,9
480659501003099,3
480659501003104,17
480659501003175,3
480659501003176,15
480659501003186,2
480659501003232,1
480659502001012,25
480659502001020,1
480659502001033,4
480659502001059,2
480659502001078,2
480659502001079,4
480659502001089,2
480659502001090,5
480659502001093,2
480659502001109,20
480659502001111,8
480659502002017,31
480659502002415,2
480659502002593,2
480659502002598,2
480659502002604,3
480659502002820,2
480659502002844,3
480659502002845,1
480659502002864,1
480659502002879,1
480659502003013,5
480659502003056,8
480679501001054,1
480679501001078,1
480679501001177,3
480679501001178,2
480679501001187,3
480679501001209,1
480679501002000,1
480679501002007,10
480679501002008,15
480679501002019,1
480679501002033,3
480679501003004,14
480679501003044,4
480679501003059,2
480679501003070,8
480679501003075,27
480679501003086,17
480679501003093,2
480679501003095,2
480679501004002,7
480679501004018,1
480679501004034,947
480679501005017,5
480679501005018,6
480679501005032,8
480679501005036,3
480679502001040,68
480679502001115,3
480679502001129,2
480679502002073,1
480679502002105,1
480679503001006,17
480679503001025,1
480679503001038,2
480679503001054,1
480679503002001,12
480679503002003,3
480679503002025,4
480679503002034,1
480679503002035,2
480679503002036,4
480679503002043,2
480679503002047,2
480679504001000,8
480679504001002,1
480679504001003,1
480679504001004,2
480679504001018,3
480679504001030,2
480679504001043,3
480679504001045,1
480679504001046,1
480679504001049,7
480679504001053,7
480679504002017,1
480679504002020,3
480679504002024,4
480679504002036,2
480679504002037,2
480679504002047,4
480679504002048,2
480679504002049,3
480679504002050,1
480679504002051,3
480679504002053,1
480679504003001,1
480679504003014,2
480679504003020,13
480679504004000,1
480679504004008,1
480679504004016,23
480679504004017,1
480679504004020,16
480679504004025,1
480679504004029,12
480679504004037,7
480679504004039,5
480679504005001,3
480679504005002,2
480679504005003,43
480679504005004,29
480679504005008,8
480679504005010,4
480679504005013,211
480679504005014,2
480679504005015,5
480679504005016,11
480679504005026,5
480679504005030,5
480679504005034,1
480679504005038,1
480679504005040,2
480679504005041,5
480679504005045,5
480679504005049,8
480679504005054,3
480679504005057,2
480679504005069,2
480679504006005,11
480679504006006,4
480679504006007,11
480679504006013,33
480679504006016,7
480679504006018,45
480679504006019,8
480679505001004,3
480679505001019,7
480679505001050,9
480679505002000,1
480679505002008,1
480679505003011,1
480679505003025,1
480679505003035,1
480679505003036,4
480679506001072,1
480679506001120,4
480679506001123,4
480679506001127,1
